trial_id,morph_method,direction,morph_path,known_path,hidden_path,known_id,hidden_id,source_a_id,source_b_id
OpenCV_014_08_vs_134_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/014_08-vs-134_08.jpg,MAD22/original_sorted/BonaFide/014_08.jpg,MAD22/original_sorted/BonaFide/134_08.jpg,014_08,134_08,014_08,134_08
OpenCV_014_08_vs_134_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/014_08-vs-134_08.jpg,MAD22/original_sorted/BonaFide/134_08.jpg,MAD22/original_sorted/BonaFide/014_08.jpg,134_08,014_08,014_08,134_08
OpenCV_016_03_vs_027_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/016_03-vs-027_03.jpg,MAD22/original_sorted/BonaFide/016_03.jpg,MAD22/original_sorted/BonaFide/027_03.jpg,016_03,027_03,016_03,027_03
OpenCV_016_03_vs_027_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/016_03-vs-027_03.jpg,MAD22/original_sorted/BonaFide/027_03.jpg,MAD22/original_sorted/BonaFide/016_03.jpg,027_03,016_03,016_03,027_03
OpenCV_016_08_vs_025_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/016_08-vs-025_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,MAD22/original_sorted/BonaFide/025_08.jpg,016_08,025_08,016_08,025_08
OpenCV_016_08_vs_025_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/016_08-vs-025_08.jpg,MAD22/original_sorted/BonaFide/025_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,025_08,016_08,016_08,025_08
OpenCV_016_08_vs_081_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/016_08-vs-081_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,MAD22/original_sorted/BonaFide/081_08.jpg,016_08,081_08,016_08,081_08
OpenCV_016_08_vs_081_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/016_08-vs-081_08.jpg,MAD22/original_sorted/BonaFide/081_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,081_08,016_08,016_08,081_08
OpenCV_016_08_vs_083_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/016_08-vs-083_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,MAD22/original_sorted/BonaFide/083_08.jpg,016_08,083_08,016_08,083_08
OpenCV_016_08_vs_083_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/016_08-vs-083_08.jpg,MAD22/original_sorted/BonaFide/083_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,083_08,016_08,016_08,083_08
OpenCV_016_08_vs_086_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/016_08-vs-086_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,MAD22/original_sorted/BonaFide/086_08.jpg,016_08,086_08,016_08,086_08
OpenCV_016_08_vs_086_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/016_08-vs-086_08.jpg,MAD22/original_sorted/BonaFide/086_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,086_08,016_08,016_08,086_08
OpenCV_016_08_vs_144_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/016_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,016_08,144_08,016_08,144_08
OpenCV_016_08_vs_144_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/016_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,MAD22/original_sorted/BonaFide/016_08.jpg,144_08,016_08,016_08,144_08
OpenCV_017_08_vs_024_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/017_08-vs-024_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,MAD22/original_sorted/BonaFide/024_08.jpg,017_08,024_08,017_08,024_08
OpenCV_017_08_vs_024_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/017_08-vs-024_08.jpg,MAD22/original_sorted/BonaFide/024_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,024_08,017_08,017_08,024_08
OpenCV_017_08_vs_036_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/017_08-vs-036_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,MAD22/original_sorted/BonaFide/036_08.jpg,017_08,036_08,017_08,036_08
OpenCV_017_08_vs_036_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/017_08-vs-036_08.jpg,MAD22/original_sorted/BonaFide/036_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,036_08,017_08,017_08,036_08
OpenCV_017_08_vs_067_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/017_08-vs-067_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,MAD22/original_sorted/BonaFide/067_08.jpg,017_08,067_08,017_08,067_08
OpenCV_017_08_vs_067_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/017_08-vs-067_08.jpg,MAD22/original_sorted/BonaFide/067_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,067_08,017_08,017_08,067_08
OpenCV_017_08_vs_128_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/017_08-vs-128_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,MAD22/original_sorted/BonaFide/128_08.jpg,017_08,128_08,017_08,128_08
OpenCV_017_08_vs_128_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/017_08-vs-128_08.jpg,MAD22/original_sorted/BonaFide/128_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,128_08,017_08,017_08,128_08
OpenCV_017_08_vs_130_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/017_08-vs-130_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,MAD22/original_sorted/BonaFide/130_08.jpg,017_08,130_08,017_08,130_08
OpenCV_017_08_vs_130_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/017_08-vs-130_08.jpg,MAD22/original_sorted/BonaFide/130_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,130_08,017_08,017_08,130_08
OpenCV_017_08_vs_141_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/017_08-vs-141_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg,017_08,141_08,017_08,141_08
OpenCV_017_08_vs_141_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/017_08-vs-141_08.jpg,MAD22/original_sorted/BonaFide/141_08.jpg,MAD22/original_sorted/BonaFide/017_08.jpg,141_08,017_08,017_08,141_08
OpenCV_018_03_vs_061_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_03-vs-061_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,018_03,061_03,018_03,061_03
OpenCV_018_03_vs_061_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_03-vs-061_03.jpg,MAD22/original_sorted/BonaFide/061_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,061_03,018_03,018_03,061_03
OpenCV_018_03_vs_063_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_03-vs-063_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/063_03.jpg,018_03,063_03,018_03,063_03
OpenCV_018_03_vs_063_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_03-vs-063_03.jpg,MAD22/original_sorted/BonaFide/063_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,063_03,018_03,018_03,063_03
OpenCV_018_03_vs_101_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_03-vs-101_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/101_03.jpg,018_03,101_03,018_03,101_03
OpenCV_018_03_vs_101_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_03-vs-101_03.jpg,MAD22/original_sorted/BonaFide/101_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,101_03,018_03,018_03,101_03
OpenCV_018_03_vs_131_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_03-vs-131_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/131_03.jpg,018_03,131_03,018_03,131_03
OpenCV_018_03_vs_131_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_03-vs-131_03.jpg,MAD22/original_sorted/BonaFide/131_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,131_03,018_03,018_03,131_03
OpenCV_018_03_vs_138_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_03-vs-138_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,MAD22/original_sorted/BonaFide/138_03.jpg,018_03,138_03,018_03,138_03
OpenCV_018_03_vs_138_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_03-vs-138_03.jpg,MAD22/original_sorted/BonaFide/138_03.jpg,MAD22/original_sorted/BonaFide/018_03.jpg,138_03,018_03,018_03,138_03
OpenCV_018_08_vs_061_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-061_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,018_08,061_08,018_08,061_08
OpenCV_018_08_vs_061_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-061_08.jpg,MAD22/original_sorted/BonaFide/061_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,061_08,018_08,018_08,061_08
OpenCV_018_08_vs_069_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-069_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/069_08.jpg,018_08,069_08,018_08,069_08
OpenCV_018_08_vs_069_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-069_08.jpg,MAD22/original_sorted/BonaFide/069_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,069_08,018_08,018_08,069_08
OpenCV_018_08_vs_092_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-092_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/092_08.jpg,018_08,092_08,018_08,092_08
OpenCV_018_08_vs_092_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-092_08.jpg,MAD22/original_sorted/BonaFide/092_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,092_08,018_08,018_08,092_08
OpenCV_018_08_vs_101_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-101_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/101_08.jpg,018_08,101_08,018_08,101_08
OpenCV_018_08_vs_101_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-101_08.jpg,MAD22/original_sorted/BonaFide/101_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,101_08,018_08,018_08,101_08
OpenCV_018_08_vs_119_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-119_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/119_08.jpg,018_08,119_08,018_08,119_08
OpenCV_018_08_vs_119_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-119_08.jpg,MAD22/original_sorted/BonaFide/119_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,119_08,018_08,018_08,119_08
OpenCV_018_08_vs_121_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-121_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/121_08.jpg,018_08,121_08,018_08,121_08
OpenCV_018_08_vs_121_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-121_08.jpg,MAD22/original_sorted/BonaFide/121_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,121_08,018_08,018_08,121_08
OpenCV_018_08_vs_132_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-132_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/132_08.jpg,018_08,132_08,018_08,132_08
OpenCV_018_08_vs_132_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-132_08.jpg,MAD22/original_sorted/BonaFide/132_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,132_08,018_08,018_08,132_08
OpenCV_018_08_vs_140_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-140_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg,018_08,140_08,018_08,140_08
OpenCV_018_08_vs_140_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-140_08.jpg,MAD22/original_sorted/BonaFide/140_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,140_08,018_08,018_08,140_08
OpenCV_018_08_vs_172_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/018_08-vs-172_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,MAD22/original_sorted/BonaFide/172_08.jpg,018_08,172_08,018_08,172_08
OpenCV_018_08_vs_172_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/018_08-vs-172_08.jpg,MAD22/original_sorted/BonaFide/172_08.jpg,MAD22/original_sorted/BonaFide/018_08.jpg,172_08,018_08,018_08,172_08
OpenCV_019_03_vs_027_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_03-vs-027_03.jpg,MAD22/original_sorted/BonaFide/019_03.jpg,MAD22/original_sorted/BonaFide/027_03.jpg,019_03,027_03,019_03,027_03
OpenCV_019_03_vs_027_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_03-vs-027_03.jpg,MAD22/original_sorted/BonaFide/027_03.jpg,MAD22/original_sorted/BonaFide/019_03.jpg,027_03,019_03,019_03,027_03
OpenCV_019_03_vs_100_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_03-vs-100_03.jpg,MAD22/original_sorted/BonaFide/019_03.jpg,MAD22/original_sorted/BonaFide/100_03.jpg,019_03,100_03,019_03,100_03
OpenCV_019_03_vs_100_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_03-vs-100_03.jpg,MAD22/original_sorted/BonaFide/100_03.jpg,MAD22/original_sorted/BonaFide/019_03.jpg,100_03,019_03,019_03,100_03
OpenCV_019_08_vs_027_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-027_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/027_08.jpg,019_08,027_08,019_08,027_08
OpenCV_019_08_vs_027_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-027_08.jpg,MAD22/original_sorted/BonaFide/027_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,027_08,019_08,019_08,027_08
OpenCV_019_08_vs_039_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-039_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,019_08,039_08,019_08,039_08
OpenCV_019_08_vs_039_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-039_08.jpg,MAD22/original_sorted/BonaFide/039_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,039_08,019_08,019_08,039_08
OpenCV_019_08_vs_083_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-083_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/083_08.jpg,019_08,083_08,019_08,083_08
OpenCV_019_08_vs_083_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-083_08.jpg,MAD22/original_sorted/BonaFide/083_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,083_08,019_08,019_08,083_08
OpenCV_019_08_vs_097_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-097_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/097_08.jpg,019_08,097_08,019_08,097_08
OpenCV_019_08_vs_097_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-097_08.jpg,MAD22/original_sorted/BonaFide/097_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,097_08,019_08,019_08,097_08
OpenCV_019_08_vs_102_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-102_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/102_08.jpg,019_08,102_08,019_08,102_08
OpenCV_019_08_vs_102_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-102_08.jpg,MAD22/original_sorted/BonaFide/102_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,102_08,019_08,019_08,102_08
OpenCV_019_08_vs_122_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-122_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/122_08.jpg,019_08,122_08,019_08,122_08
OpenCV_019_08_vs_122_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-122_08.jpg,MAD22/original_sorted/BonaFide/122_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,122_08,019_08,019_08,122_08
OpenCV_019_08_vs_135_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-135_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/135_08.jpg,019_08,135_08,019_08,135_08
OpenCV_019_08_vs_135_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-135_08.jpg,MAD22/original_sorted/BonaFide/135_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,135_08,019_08,019_08,135_08
OpenCV_019_08_vs_139_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-139_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/139_08.jpg,019_08,139_08,019_08,139_08
OpenCV_019_08_vs_139_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-139_08.jpg,MAD22/original_sorted/BonaFide/139_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,139_08,019_08,019_08,139_08
OpenCV_019_08_vs_144_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/019_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,019_08,144_08,019_08,144_08
OpenCV_019_08_vs_144_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/019_08-vs-144_08.jpg,MAD22/original_sorted/BonaFide/144_08.jpg,MAD22/original_sorted/BonaFide/019_08.jpg,144_08,019_08,019_08,144_08
OpenCV_020_03_vs_062_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/020_03-vs-062_03.jpg,MAD22/original_sorted/BonaFide/020_03.jpg,MAD22/original_sorted/BonaFide/062_03.jpg,020_03,062_03,020_03,062_03
OpenCV_020_03_vs_062_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/020_03-vs-062_03.jpg,MAD22/original_sorted/BonaFide/062_03.jpg,MAD22/original_sorted/BonaFide/020_03.jpg,062_03,020_03,020_03,062_03
OpenCV_020_08_vs_064_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/020_08-vs-064_08.jpg,MAD22/original_sorted/BonaFide/020_08.jpg,MAD22/original_sorted/BonaFide/064_08.jpg,020_08,064_08,020_08,064_08
OpenCV_020_08_vs_064_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/020_08-vs-064_08.jpg,MAD22/original_sorted/BonaFide/064_08.jpg,MAD22/original_sorted/BonaFide/020_08.jpg,064_08,020_08,020_08,064_08
OpenCV_020_08_vs_099_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/020_08-vs-099_08.jpg,MAD22/original_sorted/BonaFide/020_08.jpg,MAD22/original_sorted/BonaFide/099_08.jpg,020_08,099_08,020_08,099_08
OpenCV_020_08_vs_099_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/020_08-vs-099_08.jpg,MAD22/original_sorted/BonaFide/099_08.jpg,MAD22/original_sorted/BonaFide/020_08.jpg,099_08,020_08,020_08,099_08
OpenCV_021_03_vs_029_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_03-vs-029_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,MAD22/original_sorted/BonaFide/029_03.jpg,021_03,029_03,021_03,029_03
OpenCV_021_03_vs_029_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_03-vs-029_03.jpg,MAD22/original_sorted/BonaFide/029_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,029_03,021_03,021_03,029_03
OpenCV_021_03_vs_037_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_03-vs-037_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,MAD22/original_sorted/BonaFide/037_03.jpg,021_03,037_03,021_03,037_03
OpenCV_021_03_vs_037_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_03-vs-037_03.jpg,MAD22/original_sorted/BonaFide/037_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,037_03,021_03,021_03,037_03
OpenCV_021_03_vs_121_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_03-vs-121_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,MAD22/original_sorted/BonaFide/121_03.jpg,021_03,121_03,021_03,121_03
OpenCV_021_03_vs_121_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_03-vs-121_03.jpg,MAD22/original_sorted/BonaFide/121_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,121_03,021_03,021_03,121_03
OpenCV_021_03_vs_125_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_03-vs-125_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,MAD22/original_sorted/BonaFide/125_03.jpg,021_03,125_03,021_03,125_03
OpenCV_021_03_vs_125_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_03-vs-125_03.jpg,MAD22/original_sorted/BonaFide/125_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,125_03,021_03,021_03,125_03
OpenCV_021_03_vs_173_03_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_03-vs-173_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,MAD22/original_sorted/BonaFide/173_03.jpg,021_03,173_03,021_03,173_03
OpenCV_021_03_vs_173_03_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_03-vs-173_03.jpg,MAD22/original_sorted/BonaFide/173_03.jpg,MAD22/original_sorted/BonaFide/021_03.jpg,173_03,021_03,021_03,173_03
OpenCV_021_08_vs_029_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_08-vs-029_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,MAD22/original_sorted/BonaFide/029_08.jpg,021_08,029_08,021_08,029_08
OpenCV_021_08_vs_029_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_08-vs-029_08.jpg,MAD22/original_sorted/BonaFide/029_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,029_08,021_08,021_08,029_08
OpenCV_021_08_vs_121_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_08-vs-121_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,MAD22/original_sorted/BonaFide/121_08.jpg,021_08,121_08,021_08,121_08
OpenCV_021_08_vs_121_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_08-vs-121_08.jpg,MAD22/original_sorted/BonaFide/121_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,121_08,021_08,021_08,121_08
OpenCV_021_08_vs_125_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_08-vs-125_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,MAD22/original_sorted/BonaFide/125_08.jpg,021_08,125_08,021_08,125_08
OpenCV_021_08_vs_125_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_08-vs-125_08.jpg,MAD22/original_sorted/BonaFide/125_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,125_08,021_08,021_08,125_08
OpenCV_021_08_vs_130_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_08-vs-130_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,MAD22/original_sorted/BonaFide/130_08.jpg,021_08,130_08,021_08,130_08
OpenCV_021_08_vs_130_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_08-vs-130_08.jpg,MAD22/original_sorted/BonaFide/130_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,130_08,021_08,021_08,130_08
OpenCV_021_08_vs_132_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_08-vs-132_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,MAD22/original_sorted/BonaFide/132_08.jpg,021_08,132_08,021_08,132_08
OpenCV_021_08_vs_132_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_08-vs-132_08.jpg,MAD22/original_sorted/BonaFide/132_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,132_08,021_08,021_08,132_08
OpenCV_021_08_vs_173_08_A_to_B,OpenCV,A_to_B,MAD22/original_sorted/OpenCV/021_08-vs-173_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,MAD22/original_sorted/BonaFide/173_08.jpg,021_08,173_08,021_08,173_08
OpenCV_021_08_vs_173_08_B_to_A,OpenCV,B_to_A,MAD22/original_sorted/OpenCV/021_08-vs-173_08.jpg,MAD22/original_sorted/BonaFide/173_08.jpg,MAD22/original_sorted/BonaFide/021_08.jpg,173_08,021_08,021_08,173_08
